element,position,multiplier,is_captain,is_vice_captain,first_name,second_name,web_name,team,team_name,team_id,team_owner,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,name,color
471,1,1,FALSE,FALSE,Dean,Henderson,Henderson,15,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,1,0,0,0,0,0,0,4,2,29,22.2,0.0,0.0,2.2,9,TRUE,Sheffield Utd,red
183,2,1,FALSE,FALSE,Virgil,van Dijk,van Dijk,10,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,1,0,0,0,0,0,0,0,16,30.8,1.1,2.0,3.4,2,FALSE,Liverpool,#dd0000
182,3,1,FALSE,FALSE,Trent,Alexander-Arnold,Alexander-Arnold,10,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,1,0,0,0,1,0,0,0,7,9.8,29.5,4.0,4.3,1,FALSE,Liverpool,#dd0000
202,4,1,FALSE,FALSE,Aymeric,Laporte,Laporte,11,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,2,0,0,0,0,0,0,0,15,20.6,1.7,17.0,3.9,1,FALSE,Man City,#97c1e7
226,5,1,FALSE,FALSE,Luke,Shaw,Shaw,12,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,1,0,0,0,0,0,0,0,19,15.6,29.7,2.0,4.7,2,FALSE,Man Utd,#e80909
337,6,1,FALSE,FALSE,Kyle,Walker-Peters,Walker-Peters,17,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,2,0,0,0,0,0,0,0,12,24.0,0.9,0.0,2.5,1,FALSE,Spurs,#132257
215,7,1,FALSE,FALSE,Kevin,De Bruyne,De Bruyne,11,Shawly now!,1546688,Michael Gomes Vieira,90,0,2,0,2,0,0,0,0,0,0,3,44,59.2,127.7,38.0,22.5,11,TRUE,Man City,#97c1e7
214,8,2,TRUE,FALSE,Raheem,Sterling,Sterling,11,Shawly now!,1546688,Michael Gomes Vieira,90,1,0,0,2,0,0,0,1,0,0,0,20,44.4,30.6,122.0,19.7,6,FALSE,Man City,#97c1e7
191,9,1,FALSE,TRUE,Mohamed,Salah,Salah,10,Shawly now!,1546688,Michael Gomes Vieira,78,0,0,1,0,0,0,0,0,0,0,0,0,2.4,11.8,29.0,4.3,3,FALSE,Liverpool,#dd0000
265,10,1,FALSE,FALSE,Ayoze,Pérez,Pérez,9,Shawly now!,1546688,Michael Gomes Vieira,79,0,0,0,1,0,0,0,0,0,0,0,8,9.4,10.1,31.0,5.1,2,FALSE,Leicester,#0053a0
