element,position,multiplier,is_captain,is_vice_captain,first_name,second_name,web_name,team,team_name,team_id,team_owner,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,name,color
47,1,1,FALSE,FALSE,Mathew,Ryan,Ryan,4,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,2,0,0,0,0,0,8,1,28,64.8,0.0,0.0,6.5,4,FALSE,Brighton,#005daa
181,2,1,FALSE,FALSE,Andrew,Robertson,Robertson,10,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,1,0,0,0,0,0,0,0,0,26,18.0,17.0,3.0,3.8,6,FALSE,Liverpool,#dd0000
182,3,1,FALSE,FALSE,Trent,Alexander-Arnold,Alexander-Arnold,10,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,1,0,0,0,0,0,0,0,0,27,27.4,7.7,1.0,3.6,6,FALSE,Liverpool,#dd0000
208,4,1,FALSE,FALSE,Nicolás,Otamendi,Otamendi,11,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,1,0,0,0,1,0,0,0,12,19.2,11.1,2.0,3.2,1,FALSE,Man City,#97c1e7
164,5,1,FALSE,FALSE,Çaglar,Söyüncü,Söyüncü,9,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,1,0,0,0,0,0,0,0,0,30,24.6,1.3,0.0,2.6,6,FALSE,Leicester,#0053a0
31,6,1,FALSE,FALSE,John,McGinn,McGinn,2,Shawly now!,1546688,Michael Gomes Vieira,90,1,0,0,2,0,0,0,0,0,0,1,25,43.2,23.8,36.0,10.3,8,FALSE,Aston Villa,#670E36
215,7,1,FALSE,TRUE,Kevin,De Bruyne,De Bruyne,11,Shawly now!,1546688,Michael Gomes Vieira,79,0,2,0,1,0,0,0,0,0,0,1,30,23.2,33.6,18.0,7.5,9,FALSE,Man City,#97c1e7
214,8,2,TRUE,FALSE,Raheem,Sterling,Sterling,11,Shawly now!,1546688,Michael Gomes Vieira,85,1,0,0,1,0,0,0,0,0,0,0,20,46.2,52.3,76.0,17.5,7,FALSE,Man City,#97c1e7
191,9,1,FALSE,FALSE,Mohamed,Salah,Salah,10,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,1,0,0,0,0,0,0,0,0,2,7.6,13.3,68.0,8.9,3,FALSE,Liverpool,#dd0000
390,10,1,FALSE,FALSE,Felipe Anderson,Pereira Gomes,Felipe Anderson,19,Shawly now!,1546688,Michael Gomes Vieira,90,0,1,0,2,0,0,0,0,0,0,0,24,37.2,27.8,60.0,12.5,5,FALSE,West Ham,#7f0000
278,11,1,FALSE,FALSE,Teemu,Pukki,Pukki,14,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,2,0,0,0,0,0,0,0,5,12.4,33.0,33.0,7.8,2,FALSE,Norwich,#00a650
48,12,0,FALSE,FALSE,David,Button,Button,4,Shawly now!,1546688,Michael Gomes Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Brighton,#005daa
234,13,0,FALSE,FALSE,Mason,Greenwood,Greenwood,12,Shawly now!,1546688,Michael Gomes Vieira,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,5.0,0.3,1,FALSE,Man Utd,#e80909
297,14,0,FALSE,FALSE,John,Lundstram,Lundstram,15,Shawly now!,1546688,Michael Gomes Vieira,90,0,0,0,1,0,0,0,0,0,0,0,11,11.8,16.3,38.0,6.6,2,FALSE,Sheffield Utd,red
130,15,0,FALSE,FALSE,Connor,Wickham,Wickham,7,Shawly now!,1546688,Michael Gomes Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Crystal Palace,#0a4af5
411,1,1,FALSE,FALSE,Rui Pedro,dos Santos Patrício,Patrício,20,Schär the load,2459277,Matt Reed,90,0,0,1,0,0,0,0,0,0,5,2,29,38.6,0.0,0.0,3.9,9,FALSE,Wolves,#fdb913
42,2,1,FALSE,FALSE,Lewis,Dunk,Dunk,4,Schär the load,2459277,Matt Reed,90,0,0,0,2,0,0,0,0,0,0,0,12,8.8,0.3,0.0,0.9,1,FALSE,Brighton,#005daa
123,3,1,FALSE,FALSE,Patrick,van Aanholt,van Aanholt,7,Schär the load,2459277,Matt Reed,90,0,0,1,0,0,0,0,0,0,0,0,24,8.6,18.7,4.0,3.1,6,FALSE,Crystal Palace,#0a4af5
